seed_repo,dependency_repo,package_name,package_manager,package_requirements,package_url,methodology
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-provider,RUST,= 0.14.0,pkg:cargo/alloy-provider@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-pubsub,RUST,= 0.14.0,pkg:cargo/alloy-pubsub@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-client,RUST,= 0.14.0,pkg:cargo/alloy-rpc-client@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-anvil,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-anvil@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-any,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-any@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-beacon,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-beacon@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-debug,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-debug@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-engine,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-engine@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-eth,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-eth@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-trace,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-trace@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-rpc-types-txpool,RUST,= 0.14.0,pkg:cargo/alloy-rpc-types-txpool@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-serde,RUST,= 0.14.0,pkg:cargo/alloy-serde@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-signer,RUST,= 0.14.0,pkg:cargo/alloy-signer@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-signer-local,RUST,= 0.14.0,pkg:cargo/alloy-signer-local@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-transport,RUST,= 0.14.0,pkg:cargo/alloy-transport@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-transport-http,RUST,= 0.14.0,pkg:cargo/alloy-transport-http@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-transport-ipc,RUST,= 0.14.0,pkg:cargo/alloy-transport-ipc@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/alloy,alloy-transport-ws,RUST,= 0.14.0,pkg:cargo/alloy-transport-ws@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/chains,alloy-chains,RUST,= 0.2.0,pkg:cargo/alloy-chains@0.2.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-core,RUST,= 1.1.0,pkg:cargo/alloy-core@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-dyn-abi,RUST,= 1.1.0,pkg:cargo/alloy-dyn-abi@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-json-abi,RUST,= 1.1.0,pkg:cargo/alloy-json-abi@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-primitives,RUST,= 1.1.0,pkg:cargo/alloy-primitives@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-sol-macro,RUST,= 1.1.0,pkg:cargo/alloy-sol-macro@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-sol-macro-expander,RUST,= 1.1.0,pkg:cargo/alloy-sol-macro-expander@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-sol-macro-input,RUST,= 1.1.0,pkg:cargo/alloy-sol-macro-input@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-sol-type-parser,RUST,= 1.1.0,pkg:cargo/alloy-sol-type-parser@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/core,alloy-sol-types,RUST,= 1.1.0,pkg:cargo/alloy-sol-types@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/eips,alloy-eip2124,RUST,= 0.2.0,pkg:cargo/alloy-eip2124@0.2.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/eips,alloy-eip2930,RUST,= 0.2.1,pkg:cargo/alloy-eip2930@0.2.1,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/eips,alloy-eip7702,RUST,= 0.6.0,pkg:cargo/alloy-eip7702@0.6.0,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/op-alloy,op-alloy-consensus,RUST,">= 0.14.0,< 0.15.0",pkg:cargo/op-alloy-consensus,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/op-alloy,op-alloy-network,RUST,">= 0.14.0,< 0.15.0",pkg:cargo/op-alloy-network,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/rlp,alloy-rlp,RUST,">= 0.3.10,< 0.4.0",pkg:cargo/alloy-rlp,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/rlp,alloy-rlp-derive,RUST,= 0.3.11,pkg:cargo/alloy-rlp-derive@0.3.11,github_api
https://github.com/a16z/helios,https://github.com/alloy-rs/trie,alloy-trie,RUST,= 0.8.1,pkg:cargo/alloy-trie@0.8.1,github_api
https://github.com/a16z/helios,https://github.com/amanieu/atomic-rs,atomic,RUST,= 0.6.0,pkg:cargo/atomic@0.6.0,github_api
https://github.com/a16z/helios,https://github.com/amanieu/parking_lot,parking_lot,RUST,">= 0.12.2,< 0.13.0",pkg:cargo/parking_lot,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-bls12-381,RUST,= 0.5.0,pkg:cargo/ark-bls12-381@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-bn254,RUST,= 0.5.0,pkg:cargo/ark-bn254@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-ec,RUST,= 0.5.0,pkg:cargo/ark-ec@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-ff,RUST,= 0.4.2,pkg:cargo/ark-ff@0.4.2,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-ff-asm,RUST,= 0.3.0,pkg:cargo/ark-ff-asm@0.3.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-ff-macros,RUST,= 0.3.0,pkg:cargo/ark-ff-macros@0.3.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-poly,RUST,= 0.5.0,pkg:cargo/ark-poly@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-serialize,RUST,= 0.3.0,pkg:cargo/ark-serialize@0.3.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/algebra,ark-serialize-derive,RUST,= 0.5.0,pkg:cargo/ark-serialize-derive@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/r1cs-std,ark-r1cs-std,RUST,= 0.5.0,pkg:cargo/ark-r1cs-std@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/snark,ark-relations,RUST,= 0.5.1,pkg:cargo/ark-relations@0.5.1,github_api
https://github.com/a16z/helios,https://github.com/arkworks-rs/std,ark-std,RUST,= 0.5.0,pkg:cargo/ark-std@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/aurora-is-near/aurora-engine,aurora-engine-modexp,RUST,= 1.2.0,pkg:cargo/aurora-engine-modexp@1.2.0,github_api
https://github.com/a16z/helios,https://github.com/auto-impl-rs/auto_impl,auto_impl,RUST,= 1.2.1,pkg:cargo/auto_impl@1.2.1,github_api
https://github.com/a16z/helios,https://github.com/bbqsrc/core2,core2,RUST,= 0.4.0,pkg:cargo/core2@0.4.0,github_api
https://github.com/a16z/helios,https://github.com/bheisler/criterion.rs,criterion,RUST,">= 0.5.1,< 0.6.0",pkg:cargo/criterion,github_api
https://github.com/a16z/helios,https://github.com/bheisler/criterion.rs,criterion-plot,RUST,= 0.5.0,pkg:cargo/criterion-plot@0.5.0,github_api
https://github.com/a16z/helios,https://github.com/billyrieger/bimap-rs,bimap,RUST,= 0.6.3,pkg:cargo/bimap@0.6.3,github_api
https://github.com/a16z/helios,https://github.com/bitflags/bitflags,bitflags,RUST,= 2.8.0,pkg:cargo/bitflags@2.8.0,github_api
https://github.com/a16z/helios,https://github.com/bitvecto-rs/bitvec,bitvec,RUST,= 1.0.1,pkg:cargo/bitvec@1.0.1,github_api
https://github.com/a16z/helios,https://github.com/bluejekyll/enum-as-inner,enum-as-inner,RUST,= 0.5.1,pkg:cargo/enum-as-inner@0.5.1,github_api
https://github.com/a16z/helios,https://github.com/bluss/arrayvec,arrayvec,RUST,= 0.7.6,pkg:cargo/arrayvec@0.7.6,github_api
https://github.com/a16z/helios,https://github.com/burntsushi/aho-corasick,aho-corasick,RUST,= 1.1.3,pkg:cargo/aho-corasick@1.1.3,github_api
https://github.com/a16z/helios,https://github.com/burntsushi/bstr,bstr,RUST,= 1.11.3,pkg:cargo/bstr@1.11.3,github_api
https://github.com/a16z/helios,https://github.com/burntsushi/byteorder,byteorder,RUST,= 1.5.0,pkg:cargo/byteorder@1.5.0,github_api
https://github.com/a16z/helios,https://github.com/burntsushi/rust-snappy,snap,RUST,">= 1.0.0,< 2.0.0",pkg:cargo/snap,github_api
https://github.com/a16z/helios,https://github.com/chronotope/chrono,chrono,RUST,= 0.4.39,pkg:cargo/chrono@0.4.39,github_api
https://github.com/a16z/helios,https://github.com/clap-rs/clap,clap,RUST,">= 4.5.4,< 5.0.0",pkg:cargo/clap,github_api
https://github.com/a16z/helios,https://github.com/clap-rs/clap,clap_builder,RUST,= 4.5.29,pkg:cargo/clap_builder@4.5.29,github_api
https://github.com/a16z/helios,https://github.com/clap-rs/clap,clap_derive,RUST,= 4.5.28,pkg:cargo/clap_derive@4.5.28,github_api
https://github.com/a16z/helios,https://github.com/clap-rs/clap,clap_lex,RUST,= 0.7.4,pkg:cargo/clap_lex@0.7.4,github_api
https://github.com/a16z/helios,https://github.com/contain-rs/bit-set,bit-set,RUST,= 0.8.0,pkg:cargo/bit-set@0.8.0,github_api
https://github.com/a16z/helios,https://github.com/contain-rs/bit-vec,bit-vec,RUST,= 0.8.0,pkg:cargo/bit-vec@0.8.0,github_api
https://github.com/a16z/helios,https://github.com/crossbeam-rs/crossbeam,crossbeam-deque,RUST,= 0.8.6,pkg:cargo/crossbeam-deque@0.8.6,github_api
https://github.com/a16z/helios,https://github.com/crossbeam-rs/crossbeam,crossbeam-epoch,RUST,= 0.9.18,pkg:cargo/crossbeam-epoch@0.9.18,github_api
https://github.com/a16z/helios,https://github.com/crossbeam-rs/crossbeam,crossbeam-utils,RUST,= 0.8.21,pkg:cargo/crossbeam-utils@0.8.21,github_api
https://github.com/a16z/helios,https://github.com/cuviper/autocfg,autocfg,RUST,= 1.4.0,pkg:cargo/autocfg@1.4.0,github_api
https://github.com/a16z/helios,https://github.com/dalek-cryptography/curve25519-dalek,curve25519-dalek,RUST,= 3.2.0,pkg:cargo/curve25519-dalek@3.2.0,github_api
https://github.com/a16z/helios,https://github.com/dalek-cryptography/curve25519-dalek,curve25519-dalek-derive,RUST,= 0.1.1,pkg:cargo/curve25519-dalek-derive@0.1.1,github_api
https://github.com/a16z/helios,https://github.com/dalek-cryptography/curve25519-dalek,ed25519-dalek,RUST,= 2.1.1,pkg:cargo/ed25519-dalek@2.1.1,github_api
https://github.com/a16z/helios,https://github.com/danipopes/const-hex,const-hex,RUST,= 1.14.0,pkg:cargo/const-hex@1.14.0,github_api
https://github.com/a16z/helios,https://github.com/dbrgn/tracing-test,tracing-test,RUST,">= 0.2.4,< 0.3.0",pkg:cargo/tracing-test,github_api
https://github.com/a16z/helios,https://github.com/definitelytyped/definitelytyped,@types/uuid,NPM,^ 10.0.0,pkg:npm/%40types/uuid,github_api
https://github.com/a16z/helios,https://github.com/detegr/rust-ctrlc,ctrlc,RUST,">= 3.2.3,< 4.0.0",pkg:cargo/ctrlc,github_api
https://github.com/a16z/helios,https://github.com/dirs-dev/dirs-sys-rs,dirs-sys,RUST,= 0.4.1,pkg:cargo/dirs-sys@0.4.1,github_api
https://github.com/a16z/helios,https://github.com/dotenv-rs/dotenv,dotenv,RUST,">= 0.15.0,< 0.16.0",pkg:cargo/dotenv,github_api
https://github.com/a16z/helios,https://github.com/droundy/arrayref,arrayref,RUST,= 0.3.9,pkg:cargo/arrayref@0.3.9,github_api
https://github.com/a16z/helios,https://github.com/dtolnay/anyhow,anyhow,RUST,= 1.0.95,pkg:cargo/anyhow@1.0.95,github_api
https://github.com/a16z/helios,https://github.com/dtolnay/async-trait,async-trait,RUST,= 0.1.86,pkg:cargo/async-trait@0.1.86,github_api
https://github.com/a16z/helios,https://github.com/dtolnay/dtoa,dtoa,RUST,= 1.0.9,pkg:cargo/dtoa@1.0.9,github_api
https://github.com/a16z/helios,https://github.com/dtolnay/enumn,enumn,RUST,= 0.1.14,pkg:cargo/enumn@0.1.14,github_api
https://github.com/a16z/helios,https://github.com/dtolnay/serde-yaml,serde_yaml,RUST,">= 0.9.34,< 0.10.0",pkg:cargo/serde_yaml,github_api
https://github.com/a16z/helios,https://github.com/eira-fransham/crunchy,crunchy,RUST,= 0.2.3,pkg:cargo/crunchy@0.2.3,github_api
https://github.com/a16z/helios,https://github.com/elinorbgr/dlib,dlib,RUST,= 0.5.2,pkg:cargo/dlib@0.5.2,github_api
https://github.com/a16z/helios,https://github.com/enarx/ciborium,ciborium,RUST,= 0.2.2,pkg:cargo/ciborium@0.2.2,github_api
https://github.com/a16z/helios,https://github.com/enarx/ciborium,ciborium-io,RUST,= 0.2.2,pkg:cargo/ciborium-io@0.2.2,github_api
https://github.com/a16z/helios,https://github.com/enarx/ciborium,ciborium-ll,RUST,= 0.2.2,pkg:cargo/ciborium-ll@0.2.2,github_api
https://github.com/a16z/helios,https://github.com/ethers-io/ethers.js,ethers,NPM,^ 5.7.2,pkg:npm/ethers,github_api
https://github.com/a16z/helios,https://github.com/eyre-rs/eyre,eyre,RUST,">= 0.6.8,< 0.7.0",pkg:cargo/eyre,github_api
https://github.com/a16z/helios,https://github.com/fitzgen/bumpalo,bumpalo,RUST,= 3.17.0,pkg:cargo/bumpalo@3.17.0,github_api
https://github.com/a16z/helios,https://github.com/gimli-rs/addr2line,addr2line,RUST,= 0.24.2,pkg:cargo/addr2line@0.24.2,github_api
https://github.com/a16z/helios,https://github.com/hsivonen/encoding_rs,encoding_rs,RUST,= 0.8.35,pkg:cargo/encoding_rs@0.8.35,github_api
https://github.com/a16z/helios,https://github.com/ia0/data-encoding,data-encoding,RUST,= 2.8.0,pkg:cargo/data-encoding@2.8.0,github_api
https://github.com/a16z/helios,https://github.com/ia0/data-encoding,data-encoding-macro,RUST,= 0.1.17,pkg:cargo/data-encoding-macro@0.1.17,github_api
https://github.com/a16z/helios,https://github.com/ia0/data-encoding,data-encoding-macro-internal,RUST,= 0.1.15,pkg:cargo/data-encoding-macro-internal@0.1.15,github_api
https://github.com/a16z/helios,https://github.com/image-rs/color_quant,color_quant,RUST,= 1.1.0,pkg:cargo/color_quant@1.1.0,github_api
https://github.com/a16z/helios,https://github.com/image-rs/fdeflate,fdeflate,RUST,= 0.3.7,pkg:cargo/fdeflate@0.3.7,github_api
https://github.com/a16z/helios,https://github.com/indexmap-rs/equivalent,equivalent,RUST,= 1.0.2,pkg:cargo/equivalent@1.0.2,github_api
https://github.com/a16z/helios,https://github.com/japaric/cast.rs,cast,RUST,= 0.3.0,pkg:cargo/cast@0.3.0,github_api
https://github.com/a16z/helios,https://github.com/jeltef/derive_more,derive_more,RUST,= 2.0.1,pkg:cargo/derive_more@2.0.1,github_api
https://github.com/a16z/helios,https://github.com/jeltef/derive_more,derive_more-impl,RUST,= 2.0.1,pkg:cargo/derive_more-impl@2.0.1,github_api
https://github.com/a16z/helios,https://github.com/jhpratt/deranged,deranged,RUST,= 0.3.11,pkg:cargo/deranged@0.3.11,github_api
https://github.com/a16z/helios,https://github.com/katharostech/cfg_aliases,cfg_aliases,RUST,= 0.2.1,pkg:cargo/cfg_aliases@0.2.1,github_api
https://github.com/a16z/helios,https://github.com/kizzycode/asn1_der-rust,asn1_der,RUST,= 0.7.6,pkg:cargo/asn1_der@0.7.6,github_api
https://github.com/a16z/helios,https://github.com/kokakiwi/rust-hex,hex,RUST,">= 0.4.3,< 0.5.0",pkg:cargo/hex,github_api
https://github.com/a16z/helios,https://github.com/lambda-fairy/rust-errno,errno,RUST,= 0.3.10,pkg:cargo/errno@0.3.10,github_api
https://github.com/a16z/helios,https://github.com/libp2p/rust-libp2p,libp2p,RUST,">= 0.51.3,< 0.52.0",pkg:cargo/libp2p,github_api
https://github.com/a16z/helios,https://github.com/libp2p/rust-libp2p,libp2p-identity,RUST,">= 0.1.2,< 0.2.0",pkg:cargo/libp2p-identity,github_api
https://github.com/a16z/helios,https://github.com/lokathor/bytemuck,bytemuck,RUST,= 1.21.0,pkg:cargo/bytemuck@1.21.0,github_api
https://github.com/a16z/helios,https://github.com/maciejhirsz/beef,beef,RUST,= 0.5.2,pkg:cargo/beef@0.5.2,github_api
https://github.com/a16z/helios,https://github.com/magiclen/educe,educe,RUST,= 0.6.0,pkg:cargo/educe@0.6.0,github_api
https://github.com/a16z/helios,https://github.com/magiclen/enum-ordinalize,enum-ordinalize,RUST,= 4.3.0,pkg:cargo/enum-ordinalize@4.3.0,github_api
https://github.com/a16z/helios,https://github.com/magiclen/enum-ordinalize,enum-ordinalize-derive,RUST,= 4.3.1,pkg:cargo/enum-ordinalize-derive@4.3.1,github_api
https://github.com/a16z/helios,https://github.com/marshallpierce/rust-base64,base64,RUST,= 0.21.7,pkg:cargo/base64@0.21.7,github_api
https://github.com/a16z/helios,https://github.com/mcarton/rust-derivative,derivative,RUST,= 2.2.0,pkg:cargo/derivative@2.2.0,github_api
https://github.com/a16z/helios,https://github.com/microsoft/typescript,typescript,NPM,^ 4.9.3,pkg:npm/typescript,github_api
https://github.com/a16z/helios,https://github.com/mit-plv/fiat-crypto,fiat-crypto,RUST,= 0.2.9,pkg:cargo/fiat-crypto@0.2.9,github_api
https://github.com/a16z/helios,https://github.com/modprog/derive-where,derive-where,RUST,= 1.4.0,pkg:cargo/derive-where@1.4.0,github_api
https://github.com/a16z/helios,https://github.com/mrhooray/crc-rs,crc,RUST,= 3.3.0,pkg:cargo/crc@3.3.0,github_api
https://github.com/a16z/helios,https://github.com/mxinden/asynchronous-codec,asynchronous-codec,RUST,= 0.6.2,pkg:cargo/asynchronous-codec@0.6.2,github_api
https://github.com/a16z/helios,https://github.com/najamelan/async_io_stream,async_io_stream,RUST,= 0.3.3,pkg:cargo/async_io_stream@0.3.3,github_api
https://github.com/a16z/helios,https://github.com/nical/android_system_properties,android_system_properties,RUST,= 0.1.5,pkg:cargo/android_system_properties@0.1.5,github_api
https://github.com/a16z/helios,https://github.com/notriddle/rust-float-ord,float-ord,RUST,= 0.3.2,pkg:cargo/float-ord@0.3.2,github_api
https://github.com/a16z/helios,https://github.com/nullus157/bs58-rs,bs58,RUST,= 0.4.0,pkg:cargo/bs58@0.4.0,github_api
https://github.com/a16z/helios,https://github.com/orkon/base-x-rs,base-x,RUST,= 0.2.11,pkg:cargo/base-x@0.2.11,github_api
https://github.com/a16z/helios,https://github.com/orlp/foldhash,foldhash,RUST,= 0.1.4,pkg:cargo/foldhash@0.1.4,github_api
https://github.com/a16z/helios,https://github.com/oyvindln/adler2,adler2,RUST,= 2.0.0,pkg:cargo/adler2@2.0.0,github_api
https://github.com/a16z/helios,https://github.com/paritytech/jsonrpsee,jsonrpsee,RUST,">= 0.19.0,< 0.20.0",pkg:cargo/jsonrpsee,github_api
https://github.com/a16z/helios,https://github.com/paritytech/parity-common,fixed-hash,RUST,= 0.8.0,pkg:cargo/fixed-hash@0.8.0,github_api
https://github.com/a16z/helios,https://github.com/paritytech/unsigned-varint,unsigned-varint,RUST,">= 0.7.1,< 0.8.0",pkg:cargo/unsigned-varint,github_api
https://github.com/a16z/helios,https://github.com/peternator7/strum,strum,RUST,">= 0.26.2,< 0.27.0",pkg:cargo/strum,github_api
https://github.com/a16z/helios,https://github.com/plotters-rs/plotters,plotters,RUST,">= 0.3.4,< 0.4.0",pkg:cargo/plotters,github_api
https://github.com/a16z/helios,https://github.com/qwandor/anes-rs,anes,RUST,= 0.1.6,pkg:cargo/anes@0.1.6,github_api
https://github.com/a16z/helios,https://github.com/rayon-rs/either,either,RUST,= 1.15.0,pkg:cargo/either@1.15.0,github_api
https://github.com/a16z/helios,https://github.com/rodrimati1992/const_format_crates,const_format,RUST,= 0.2.34,pkg:cargo/const_format@0.2.34,github_api
https://github.com/a16z/helios,https://github.com/rodrimati1992/const_format_crates,const_format_proc_macros,RUST,= 0.2.34,pkg:cargo/const_format_proc_macros@0.2.34,github_api
https://github.com/a16z/helios,https://github.com/rreverser/serde-wasm-bindgen,serde-wasm-bindgen,RUST,">= 0.6.5,< 0.7.0",pkg:cargo/serde-wasm-bindgen,github_api
https://github.com/a16z/helios,https://github.com/rumovz/android-tzdata,android-tzdata,RUST,= 0.1.1,pkg:cargo/android-tzdata@0.1.1,github_api
https://github.com/a16z/helios,https://github.com/rust-bitcoin/rust-bitcoin,bitcoin-io,RUST,= 0.1.3,pkg:cargo/bitcoin-io@0.1.3,github_api
https://github.com/a16z/helios,https://github.com/rust-bitcoin/rust-bitcoin,bitcoin_hashes,RUST,= 0.14.0,pkg:cargo/bitcoin_hashes@0.14.0,github_api
https://github.com/a16z/helios,https://github.com/rust-cli/anstyle,anstream,RUST,= 0.6.18,pkg:cargo/anstream@0.6.18,github_api
https://github.com/a16z/helios,https://github.com/rust-cli/anstyle,anstyle,RUST,= 1.0.10,pkg:cargo/anstyle@1.0.10,github_api
https://github.com/a16z/helios,https://github.com/rust-cli/anstyle,anstyle-parse,RUST,= 0.2.6,pkg:cargo/anstyle-parse@0.2.6,github_api
https://github.com/a16z/helios,https://github.com/rust-cli/anstyle,anstyle-query,RUST,= 1.1.2,pkg:cargo/anstyle-query@1.1.2,github_api
https://github.com/a16z/helios,https://github.com/rust-cli/anstyle,anstyle-wincon,RUST,= 3.0.7,pkg:cargo/anstyle-wincon@3.0.7,github_api
https://github.com/a16z/helios,https://github.com/rust-cli/anstyle,colorchoice,RUST,= 1.0.3,pkg:cargo/colorchoice@1.0.3,github_api
https://github.com/a16z/helios,https://github.com/rust-lang/backtrace-rs,backtrace,RUST,= 0.3.74,pkg:cargo/backtrace@0.3.74,github_api
https://github.com/a16z/helios,https://github.com/rust-lang/cc-rs,cc,RUST,= 1.2.14,pkg:cargo/cc@1.2.14,github_api
https://github.com/a16z/helios,https://github.com/rust-lang/flate2-rs,flate2,RUST,= 1.0.35,pkg:cargo/flate2@1.0.35,github_api
https://github.com/a16z/helios,https://github.com/rust-pretty-assertions/rust-pretty-assertions,pretty_assertions,RUST,">= 1.4.0,< 2.0.0",pkg:cargo/pretty_assertions,github_api
https://github.com/a16z/helios,https://github.com/rust-random/getrandom,getrandom,RUST,">= 0.2.0,< 0.3.0",pkg:cargo/getrandom,github_api
https://github.com/a16z/helios,https://github.com/rust-random/rand,rand,RUST,">= 0.8.5,< 0.9.0",pkg:cargo/rand,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/aeads,aes-gcm,RUST,= 0.10.3,pkg:cargo/aes-gcm@0.10.3,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/aeads,chacha20poly1305,RUST,= 0.10.1,pkg:cargo/chacha20poly1305@0.10.1,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/block-ciphers,aes,RUST,= 0.8.4,pkg:cargo/aes@0.8.4,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/block-modes,ctr,RUST,= 0.9.2,pkg:cargo/ctr@0.9.2,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/crypto-bigint,crypto-bigint,RUST,= 0.5.5,pkg:cargo/crypto-bigint@0.5.5,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/formats,base16ct,RUST,= 0.2.0,pkg:cargo/base16ct@0.2.0,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/formats,base64ct,RUST,= 1.6.0,pkg:cargo/base64ct@1.6.0,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/formats,const-oid,RUST,= 0.9.6,pkg:cargo/const-oid@0.9.6,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/formats,der,RUST,= 0.7.9,pkg:cargo/der@0.7.9,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/hashes,blake2,RUST,= 0.10.6,pkg:cargo/blake2@0.10.6,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/signatures,ecdsa,RUST,= 0.16.9,pkg:cargo/ecdsa@0.16.9,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/signatures,ed25519,RUST,= 2.2.3,pkg:cargo/ed25519@2.2.3,github_api
https://github.com/a16z/helios,https://github.com/rustcrypto/stream-ciphers,chacha20,RUST,= 0.9.1,pkg:cargo/chacha20@0.9.1,github_api
